,Unix,Samples,Time,Sampling,Data,Cluster
72,1556891532.1057858,16384,340,48188.23529411764,118289.56596180797,1
73,1556891532.506733,16384,341,48046.92082111436,119909.98868560418,1
74,1556891532.901658,16384,341,48046.92082111436,121530.39676789194,1
75,1556891533.299434,16384,340,48188.23529411764,123150.8211758919,1
76,1556891533.71042,16384,341,48046.92082111436,124771.24014096335,1
77,1556891534.092915,16384,340,48188.23529411764,126391.68270640075,1
78,1556891534.487434,16384,340,48188.23529411764,128012.08966076374,1
79,1556891534.882402,16384,341,48046.92082111436,129632.50329662114,1
80,1556891535.2796938,16384,340,48188.23529411764,131252.93029854074,1
81,1556891535.6750472,16384,340,48188.23529411764,132873.3441894874,1
82,1556891536.07205,16384,341,48046.92082111436,134493.77070888877,1
83,1556891536.470032,16384,340,48188.23529411764,136114.2081387341,1
84,1556891536.8693302,16384,340,48188.23529411764,137734.60473585874,1
85,1556891537.2673438,16384,341,48046.92082111436,139355.0294389017,1
86,1556891537.663206,16384,340,48188.23529411764,140975.46566398814,1
87,1556891538.058651,16384,341,48046.92082111436,142595.86906861514,1
88,1556891538.4538882,16384,340,48188.23529411764,144216.30564406514,1
89,1556891538.852798,16384,340,48188.23529411764,145836.73718227074,1
90,1556891539.245599,16384,341,48046.92082111436,147457.14190229774,1
91,1556891539.641707,16384,340,48188.23529411764,149077.56386697292,1
92,1556891540.0378492,16384,340,48188.23529411764,150697.98651393503,1
93,1556891540.4402108,16384,341,48046.92082111436,152318.3942919597,1
94,1556891540.8376489,16384,340,48188.23529411764,153938.82632805035,1
95,1556891541.236346,16384,340,48188.23529411764,155559.2309220694,1
96,1556891541.6305141,16384,341,48046.92082111436,157179.65036351234,1
97,1556891542.02597,16384,340,48188.23529411764,158800.06616916507,1
98,1556891542.4201279,16384,341,48046.92082111436,160420.49340773374,1
99,1556891542.8400152,16384,340,48188.23529411764,162040.91771738604,1
100,1556891543.227329,16384,340,48188.23529411764,163661.34156603366,1
101,1556891543.612351,16384,341,48046.92082111436,165281.7548699677,1
102,1556891544.008375,16384,340,48188.23529411764,166902.16262340546,1
103,1556891544.4087956,16384,340,48188.23529411764,168522.58870024234,1
104,1556891544.803374,16384,341,48046.92082111436,170143.02468560636,1
105,1556891545.202821,16384,340,48188.23529411764,171763.44904750586,1
106,1556891545.5947034,16384,340,48188.23529411764,173383.86746551841,1
107,1556891545.9882612,16384,341,48046.92082111436,175004.28021624684,1
108,1556891546.384226,16384,340,48188.23529411764,176624.70252513885,1
109,1556891546.7825322,16384,340,48188.23529411764,178245.11825088412,1
110,1556891547.1816108,16384,341,48046.92082111436,179865.55365230888,1
111,1556891547.580674,16384,340,48188.23529411764,181485.97534345463,1
112,1556891547.9735072,16384,341,48046.92082111436,183106.42514666542,1
113,1556891548.369292,16384,340,48188.23529411764,184726.84425925836,1
114,1556891548.768787,16384,340,48188.23529411764,186347.27587429807,1
115,1556891549.162169,16384,341,48046.92082111436,187967.69991656765,1
116,1556891549.5616632,16384,340,48188.23529411764,189588.1209069863,1
117,1556891549.9568794,16384,340,48188.23529411764,191208.54686703533,1
118,1556891550.355005,16384,341,48046.92082111436,192828.97083554417,1
119,1556891550.7511911,16384,340,48188.23529411764,194449.3985258974,1
120,1556891551.1478,16384,340,48188.23529411764,196069.80497315526,1
121,1556891551.547482,16384,341,48046.92082111436,197690.2277215384,1
122,1556891551.937581,16384,340,48188.23529411764,199310.64175385982,1
123,1556891552.3350332,16384,340,48188.23529411764,200931.06874348596,1
124,1556891552.733693,16384,341,48046.92082111436,202551.47391529754,1
125,1556891553.1302688,16384,340,48188.23529411764,204171.901362855,1
126,1556891553.5272741,16384,341,48046.92082111436,205792.34337508678,1
127,1556891553.921774,16384,341,48046.92082111436,207412.76963632554,1
128,1556891554.3192801,16384,340,48188.23529411764,209033.21445453912,1
129,1556891554.718257,16384,341,48046.92082111436,210653.62978382036,1
130,1556891555.112375,16384,340,48188.23529411764,212274.04902856797,1
131,1556891555.509044,16384,340,48188.23529411764,213894.45872744545,1
132,1556891555.903785,16384,341,48046.92082111436,215514.88022189587,1
133,1556891556.30091,16384,340,48188.23529411764,217135.29115011916,1
134,1556891556.699425,16384,340,48188.23529411764,218755.71628957987,1
135,1556891557.094604,16384,341,48046.92082111436,220376.14698875695,1
136,1556891557.49295,16384,340,48188.23529411764,221996.59154880792,1
137,1556891557.887908,16384,340,48188.23529411764,223617.00523691252,1
138,1556891558.283356,16384,341,48046.92082111436,225237.44380390272,1
139,1556891558.681485,16384,340,48188.23529411764,226857.86289190874,1
140,1556891559.077242,16384,341,48046.92082111436,228478.29050542787,1
141,1556891559.477348,16384,341,48046.92082111436,230098.72445929796,1
142,1556891559.87068,16384,340,48188.23529411764,231719.14575397968,1
143,1556891560.2694056,16384,341,48046.92082111436,233339.5715173334,1
144,1556891560.6650689,16384,340,48188.23529411764,234960.00179545954,1
145,1556891561.0609891,16384,340,48188.23529411764,236580.43929906562,1
146,1556891561.458081,16384,341,48046.92082111436,238200.86766555905,1
147,1556891561.856182,16384,340,48188.23529411764,239821.29580155015,1
148,1556891562.2514632,16384,340,48188.23529411764,241441.7265990749,1
149,1556891562.6486132,16384,341,48046.92082111436,243062.15101936832,1
150,1556891563.04421,16384,340,48188.23529411764,244682.6025375165,1
151,1556891563.439959,16384,340,48188.23529411764,246303.0127465725,1
152,1556891563.8377204,16384,341,48046.92082111436,247923.4495740384,1
153,1556891564.235073,16384,340,48188.23529411764,249543.88314066455,1
154,1556891564.629942,16384,340,48188.23529411764,251164.2994134687,1
155,1556891565.027953,16384,341,48046.92082111436,252784.72813032568,1
156,1556891565.423809,16384,340,48188.23529411764,254405.16070732847,1
157,1556891565.823144,16384,341,48046.92082111436,256025.57836622,1
158,1556891566.2171109,16384,340,48188.23529411764,257646.00694170222,1
159,1556891566.6142678,16384,340,48188.23529411764,259266.4334856905,1
160,1556891567.015528,16384,341,48046.92082111436,260886.86022637412,1
161,1556891567.425981,16384,340,48188.23529411764,262507.2807004675,1
162,1556891567.814938,16384,340,48188.23529411764,264127.7184714563,1
163,1556891568.2108688,16384,341,48046.92082111436,265748.13615493476,1
164,1556891568.60386,16384,340,48188.23529411764,267368.55972083285,1
165,1556891569.001951,16384,340,48188.23529411764,268988.98437777534,1
166,1556891569.4041939,16384,341,48046.92082111436,270609.4100151211,1
167,1556891569.798806,16384,340,48188.23529411764,272229.8443039879,1
168,1556891570.1933439,16384,340,48188.23529411764,273850.2788295038,1
169,1556891570.5830069,16384,341,48046.92082111436,275470.706907101,1
170,1556891570.981544,16384,340,48188.23529411764,277091.1379320547,1
171,1556891571.376082,16384,341,48046.92082111436,278711.56740495935,1
172,1556891571.769569,16384,340,48188.23529411764,280331.9946896285,1
173,1556891572.166433,16384,340,48188.23529411764,281952.42892932147,1
174,1556891572.564211,16384,341,48046.92082111436,283572.84270655364,1
175,1556891572.965945,16384,340,48188.23529411764,285193.2598614134,1
176,1556891573.360329,16384,340,48188.23529411764,286813.6907480657,1
177,1556891573.7527812,16384,341,48046.92082111436,288434.1132597998,1
178,1556891574.149361,16384,340,48188.23529411764,290054.5307035558,1
179,1556891574.546796,16384,340,48188.23529411764,291674.9410048127,1
180,1556891574.943208,16384,341,48046.92082111436,293295.3830600716,1
181,1556891575.341792,16384,340,48188.23529411764,294915.796072036,1
182,1556891575.7392352,16384,341,48046.92082111436,296536.1883049831,1
183,1556891576.1380858,16384,340,48188.23529411764,298156.5318650566,1
184,1556891576.5324092,16384,341,48046.92082111436,299776.78795102984,1
185,1556891576.9321609,16384,340,48188.23529411764,301397.1130432561,1
186,1556891577.3336902,16384,340,48188.23529411764,303017.45924027637,1
187,1556891577.7347732,16384,341,48046.92082111436,304637.84111598507,1
188,1556891578.130196,16384,340,48188.23529411764,306258.29595951363,1
189,1556891578.525275,16384,340,48188.23529411764,307878.7771694362,1
190,1556891578.925432,16384,341,48046.92082111436,309499.32015705854,1
191,1556891579.319798,16384,341,48046.92082111436,311119.79498360306,1
192,1556891579.7198331,16384,340,48188.23529411764,312740.39881154895,1
193,1556891580.115971,16384,340,48188.23529411764,314360.90451618657,1
194,1556891580.512579,16384,341,48046.92082111436,315981.36243000627,1
195,1556891580.907667,16384,340,48188.23529411764,317601.7978406511,1
196,1556891581.306752,16384,340,48188.23529411764,319222.18696950004,1
197,1556891581.7054012,16384,341,48046.92082111436,320842.49598188326,1
198,1556891582.1120589,16384,340,48188.23529411764,322462.7639156766,1
199,1556891582.500355,16384,340,48188.23529411764,324082.99959143624,1
200,1556891582.8978028,16384,341,48046.92082111436,325703.21119353175,1
201,1556891583.30099,16384,340,48188.23529411764,327323.4785034321,1
202,1556891583.693779,16384,340,48188.23529411764,328943.7736948952,1
203,1556891584.094155,16384,340,48188.23529411764,330564.10078788176,1
204,1556891584.490279,16384,341,48046.92082111436,332184.4598500058,1
205,1556891584.8861,16384,340,48188.23529411764,333804.89994445816,1
206,1556891585.289256,16384,340,48188.23529411764,335425.40875012055,1
207,1556891585.685607,16384,341,48046.92082111436,337045.9395825863,1
208,1556891586.081493,16384,340,48188.23529411764,338666.49719635025,1
209,1556891586.480232,16384,340,48188.23529411764,340287.05184431747,1
210,1556891586.875766,16384,341,48046.92082111436,341907.5659423135,1
211,1556891587.2753446,16384,340,48188.23529411764,343528.08926040307,1
212,1556891587.6741812,16384,340,48188.23529411764,345148.6001129262,1
213,1556891588.070348,16384,340,48188.23529411764,346769.02889432386,1
214,1556891588.46549,16384,341,48046.92082111436,348389.41613612697,1
215,1556891588.8620956,16384,340,48188.23529411764,350009.7987371497,1
216,1556891589.260243,16384,340,48188.23529411764,351630.07113039494,1
217,1556891589.659434,16384,341,48046.92082111436,353250.2840847708,1
218,1556891590.0566778,16384,340,48188.23529411764,354870.5477957614,1
219,1556891590.452773,16384,340,48188.23529411764,356490.80315949395,1
220,1556891590.851115,16384,341,48046.92082111436,358111.131318938,1
221,1556891591.2505758,16384,341,48046.92082111436,359731.5151646733,1
222,1556891591.6481931,16384,340,48188.23529411764,361351.9333890639,1
223,1556891592.046147,16384,340,48188.23529411764,362972.40136815235,1
224,1556891592.440823,16384,341,48046.92082111436,364592.97888809815,1
225,1556891592.837055,16384,340,48188.23529411764,366213.6012023315,1
226,1556891593.237924,16384,340,48188.23529411764,367834.20513477176,1
227,1556891593.6349359,16384,341,48046.92082111436,369454.7933869064,1
228,1556891594.049068,16384,340,48188.23529411764,371075.2762472257,1
229,1556891594.431901,16384,340,48188.23529411764,372695.77188044786,1
230,1556891594.829665,16384,341,48046.92082111436,374316.21973821893,1
231,1556891595.226138,16384,341,48046.92082111436,375936.53788464144,1
232,1556891595.622818,16384,340,48188.23529411764,377556.87662260607,1
233,1556891596.023695,16384,340,48188.23529411764,379177.20152428374,1
234,1556891596.420767,16384,341,48046.92082111436,380797.4387029186,1
235,1556891596.819801,16384,340,48188.23529411764,382417.6796955988,1
236,1556891597.2139919,16384,340,48188.23529411764,384037.9022573121,1
237,1556891597.6119714,16384,341,48046.92082111436,385658.19523287937,1
238,1556891598.013212,16384,340,48188.23529411764,387278.5190711729,1
239,1556891598.409644,16384,340,48188.23529411764,388898.9787767641,1
240,1556891598.804961,16384,341,48046.92082111436,390519.3746946752,1
241,1556891599.2051148,16384,341,48046.92082111436,392139.9514124729,1
242,1556891599.604223,16384,340,48188.23529411764,393760.5576591566,1
243,1556891599.9991438,16384,340,48188.23529411764,395381.11641928554,1
244,1556891600.4001868,16384,341,48046.92082111436,397001.691996865,1
245,1556891600.795145,16384,340,48188.23529411764,398622.22809707746,1
246,1556891601.190835,16384,340,48188.23529411764,400242.70861549303,1
247,1556891601.5896409,16384,341,48046.92082111436,401863.0305298604,1
248,1556891601.99,16384,341,48046.92082111436,403483.3922627382,1
249,1556891602.387481,16384,340,48188.23529411764,405103.63997686654,1
250,1556891602.7959306,16384,340,48188.23529411764,406723.8666814752,1
251,1556891603.1829462,16384,341,48046.92082111436,408344.1268273629,1
252,1556891603.5787768,16384,340,48188.23529411764,409964.425172098,1
253,1556891603.974287,16384,340,48188.23529411764,411584.8443184979,1
254,1556891604.3725069,16384,340,48188.23529411764,413205.3157366812,1
255,1556891604.7723188,16384,341,48046.92082111436,414825.923433993,1
256,1556891605.1708472,16384,340,48188.23529411764,416446.46351113915,1
257,1556891605.5659401,16384,340,48188.23529411764,418067.09485799074,1
258,1556891605.964,16384,341,48046.92082111436,419687.68189921975,1
259,1556891606.362139,16384,341,48046.92082111436,421308.25180336833,1
260,1556891606.757996,16384,340,48188.23529411764,422928.694759123,1
261,1556891607.157703,16384,340,48188.23529411764,424549.0575584583,1
262,1556891607.555549,16384,341,48046.92082111436,426169.369281549,1
263,1556891607.954187,16384,340,48188.23529411764,427789.6150348708,1
264,1556891608.353077,16384,340,48188.23529411764,429409.84236337245,1
265,1556891608.748608,16384,341,48046.92082111436,431030.12847304344,1
266,1556891609.145057,16384,341,48046.92082111436,432650.4043453373,1
267,1556891609.5429592,16384,340,48188.23529411764,434270.704263635,1
268,1556891609.9422529,16384,340,48188.23529411764,435891.09559608623,1
269,1556891610.343167,16384,341,48046.92082111436,437511.67784286663,1
270,1556891610.738476,16384,340,48188.23529411764,439132.20729231834,1
271,1556891611.138695,16384,340,48188.23529411764,440752.84616891295,1
272,1556891611.534146,16384,341,48046.92082111436,442373.4519146383,1
273,1556891611.931682,16384,340,48188.23529411764,443994.0103366971,1
274,1556891612.3312519,16384,340,48188.23529411764,445614.5006068982,1
275,1556891612.725271,16384,341,48046.92082111436,447234.93149355054,1
276,1556891613.125161,16384,340,48188.23529411764,448855.2813202143,1
277,1556891613.526361,16384,340,48188.23529411764,450475.54121101275,1
278,1556891613.9232671,16384,341,48046.92082111436,452095.7714407705,1
279,1556891614.3198528,16384,341,48046.92082111436,453716.0899068229,1
280,1556891614.719439,16384,340,48188.23529411764,455336.3399505615,1
281,1556891615.11521,16384,340,48188.23529411764,456956.69429814443,1
282,1556891615.5090199,16384,341,48046.92082111436,458577.1342542954,1
283,1556891615.919961,16384,340,48188.23529411764,460197.6410776377,1
284,1556891616.321373,16384,340,48188.23529411764,461818.2602324523,1
285,1556891616.712503,16384,341,48046.92082111436,463438.84846614674,1
286,1556891617.1069212,16384,341,48046.92082111436,465059.4378246926,1
287,1556891617.513783,16384,340,48188.23529411764,466680.0314429216,1
288,1556891617.899942,16384,340,48188.23529411764,468300.5320580676,1
289,1556891618.3044472,16384,341,48046.92082111436,469920.96526511014,1
290,1556891618.6982431,16384,341,48046.92082111436,471541.34768480435,1
291,1556891619.091444,16384,340,48188.23529411764,473161.6310530342,1
292,1556891619.489994,16384,340,48188.23529411764,474781.8978158757,1
293,1556891619.883038,16384,341,48046.92082111436,476402.1931640804,1
294,1556891620.281286,16384,340,48188.23529411764,478022.4521175027,1
295,1556891620.6799731,16384,340,48188.23529411764,479642.7981700748,0
296,1556891621.078815,16384,340,48188.23529411764,481263.22424998507,0
297,1556891621.4745126,16384,341,48046.92082111436,482883.69415299967,0
298,1556891621.8714082,16384,340,48188.23529411764,484504.208573699,0
299,1556891622.274904,16384,340,48188.23529411764,486124.81072358787,0
300,1556891622.6673322,16384,341,48046.92082111436,487745.42446313426,0
301,1556891623.065193,16384,341,48046.92082111436,489366.0143656656,0
302,1556891623.4625812,16384,340,48188.23529411764,490986.61494199187,0
303,1556891623.8605368,16384,340,48188.23529411764,492607.07634715363,0
304,1556891624.2590759,16384,341,48046.92082111436,494227.52802819014,0
305,1556891624.6573598,16384,340,48188.23529411764,495847.9133184068,0
306,1556891625.0548632,16384,340,48188.23529411764,497468.1942586787,0
307,1556891625.452389,16384,340,48188.23529411764,499088.5221599601,0
308,1556891625.851242,16384,341,48046.92082111436,500708.8249364868,0
309,1556891626.2578301,16384,340,48188.23529411764,502329.0960788727,0
310,1556891626.647579,16384,340,48188.23529411764,503949.4817594066,0
311,1556891627.0447738,16384,341,48046.92082111436,505569.9296263978,0
312,1556891627.4477448,16384,341,48046.92082111436,507190.44667482376,0
313,1556891627.839205,16384,340,48188.23529411764,508811.0320933163,0
314,1556891628.239397,16384,340,48188.23529411764,510431.6258191131,0
315,1556891628.635946,16384,341,48046.92082111436,512052.18470524997,0
316,1556891629.032199,16384,341,48046.92082111436,513672.7890218608,0
317,1556891629.429368,16384,340,48188.23529411764,515293.3389952406,0
318,1556891629.8280401,16384,340,48188.23529411764,516913.83561808616,0
319,1556891630.226611,16384,341,48046.92082111436,518534.2320922762,0
320,1556891630.626101,16384,341,48046.92082111436,520154.5616562478,0
321,1556891631.023797,16384,340,48188.23529411764,521774.81292933226,0
322,1556891631.420684,16384,340,48188.23529411764,523395.04504920915,0
323,1556891631.815572,16384,341,48046.92082111436,525015.4034075327,0
324,1556891632.2161472,16384,340,48188.23529411764,526635.8283318579,0
325,1556891632.6110752,16384,340,48188.23529411764,528256.2761189416,0
326,1556891633.0198061,16384,340,48188.23529411764,529876.846831385,0
327,1556891633.408818,16384,341,48046.92082111436,531497.4591664039,0
328,1556891633.806154,16384,340,48188.23529411764,533118.0098435842,0
329,1556891634.204952,16384,340,48188.23529411764,534738.6131674983,0
330,1556891634.6019998,16384,340,48188.23529411764,536359.0751565993,0
331,1556891635.0012438,16384,341,48046.92082111436,537979.4749869034,0
332,1556891635.397928,16384,340,48188.23529411764,539599.788412638,0
333,1556891635.7960286,16384,340,48188.23529411764,541220.0460721739,0
334,1556891636.20176,16384,341,48046.92082111436,542840.376905445,0
335,1556891636.5918,16384,341,48046.92082111436,544460.8077275567,0
336,1556891636.985818,16384,340,48188.23529411764,546081.2157698907,0
337,1556891637.385911,16384,340,48188.23529411764,547701.7737309448,0
338,1556891637.781704,16384,341,48046.92082111436,549322.33606847,0
339,1556891638.179574,16384,341,48046.92082111436,550942.9168892093,0
340,1556891638.5802062,16384,340,48188.23529411764,552563.5674015619,0
341,1556891638.976685,16384,340,48188.23529411764,554184.0592760593,0
342,1556891639.373436,16384,341,48046.92082111436,555804.4784839265,0
343,1556891639.770792,16384,340,48188.23529411764,557424.8260793276,0
344,1556891640.168756,16384,340,48188.23529411764,559045.1479322277,0
345,1556891640.5663989,16384,340,48188.23529411764,560665.3846621513,0
346,1556891640.966527,16384,341,48046.92082111436,562285.7777187601,0
347,1556891641.3633668,16384,340,48188.23529411764,563906.2459252775,0
348,1556891641.7601204,16384,340,48188.23529411764,565526.7167595215,0
349,1556891642.157483,16384,341,48046.92082111436,567147.264360264,0
350,1556891642.557941,16384,341,48046.92082111436,568767.814487312,0
351,1556891642.954299,16384,340,48188.23529411764,570388.4427761659,0
352,1556891643.3601556,16384,340,48188.23529411764,572009.0442161076,0
353,1556891643.751955,16384,341,48046.92082111436,573629.5465062372,0
354,1556891644.1458812,16384,340,48188.23529411764,575249.9201514758,0
355,1556891644.5432448,16384,340,48188.23529411764,576870.204500109,0
356,1556891644.941611,16384,340,48188.23529411764,578490.466680564,0
357,1556891645.352434,16384,341,48046.92082111436,580110.7080082409,0
358,1556891645.739774,16384,340,48188.23529411764,581731.05442347,0
359,1556891646.138828,16384,340,48188.23529411764,583351.5020507388,0
360,1556891646.532526,16384,341,48046.92082111436,584972.0140527003,0
361,1556891646.9342961,16384,341,48046.92082111436,586592.5504356623,0
362,1556891647.3316832,16384,340,48188.23529411764,588213.1464726292,0
363,1556891647.729644,16384,340,48188.23529411764,589833.7509890087,0
364,1556891648.126678,16384,341,48046.92082111436,591454.3510981835,0
365,1556891648.523901,16384,341,48046.92082111436,593074.8501766473,0
366,1556891648.923137,16384,340,48188.23529411764,594695.2996725217,0
367,1556891649.322069,16384,340,48188.23529411764,596315.6810380518,0
368,1556891649.714108,16384,341,48046.92082111436,597936.0160726123,0
369,1556891650.1117694,16384,341,48046.92082111436,599556.2835945748,0
370,1556891650.5135,16384,340,48188.23529411764,601176.5391334891,0
371,1556891650.912996,16384,340,48188.23529411764,602796.8596218154,0
372,1556891651.309566,16384,341,48046.92082111436,604417.2678608447,0
373,1556891651.719614,16384,341,48046.92082111436,606037.7382771112,0
374,1556891652.106625,16384,340,48188.23529411764,607658.3370739594,0
375,1556891652.500227,16384,340,48188.23529411764,609278.9871683344,0
376,1556891652.8975348,16384,341,48046.92082111436,610899.6307686903,0
377,1556891653.2984538,16384,341,48046.92082111436,612520.1998706907,0
378,1556891653.691885,16384,340,48188.23529411764,614140.7851723954,0
379,1556891654.087651,16384,340,48188.23529411764,615761.2837744877,0
380,1556891654.489123,16384,341,48046.92082111436,617381.6211509518,0
381,1556891654.8858778,16384,341,48046.92082111436,619001.987423189,0
382,1556891655.2822359,16384,340,48188.23529411764,620622.2916011699,0
383,1556891655.6806662,16384,340,48188.23529411764,622242.5857907161,0
384,1556891656.0809019,16384,341,48046.92082111436,623862.9942141473,0
385,1556891656.479249,16384,340,48188.23529411764,625483.4419028834,0
386,1556891656.8794296,16384,340,48188.23529411764,627103.9528045803,0
387,1556891657.278101,16384,340,48188.23529411764,628724.5047479868,0
388,1556891657.668163,16384,341,48046.92082111436,630345.1028809883,0
389,1556891658.0675874,16384,340,48188.23529411764,631965.6659130938,0
390,1556891658.464046,16384,340,48188.23529411764,633586.1880755983,0
391,1556891658.86224,16384,340,48188.23529411764,635206.6854237579,0
392,1556891659.261633,16384,341,48046.92082111436,636827.1144325845,0
393,1556891659.658392,16384,340,48188.23529411764,638447.4332182668,0
394,1556891660.0581179,16384,340,48188.23529411764,640067.7465825342,0
395,1556891660.453972,16384,340,48188.23529411764,641688.028635364,0
396,1556891660.8527732,16384,341,48046.92082111436,643308.3382747136,0
397,1556891661.252152,16384,340,48188.23529411764,644928.7295334041,0
398,1556891661.6467829,16384,340,48188.23529411764,646549.1714995354,0
399,1556891662.04526,16384,341,48046.92082111436,648169.7623332962,0
400,1556891662.4450402,16384,341,48046.92082111436,649790.3866421431,0
401,1556891662.846859,16384,340,48188.23529411764,651411.0462086275,0
402,1556891663.237385,16384,340,48188.23529411764,653031.6364768893,0
403,1556891663.63407,16384,341,48046.92082111436,654652.3166840896,0
404,1556891664.033094,16384,340,48188.23529411764,656272.8927318938,0
405,1556891664.432584,16384,340,48188.23529411764,657893.4023243375,0
406,1556891664.831009,16384,341,48046.92082111436,659513.893584162,0
407,1556891665.2249112,16384,340,48188.23529411764,661134.3668432906,0
408,1556891665.6258402,16384,340,48188.23529411764,662754.874004703,0
409,1556891666.021641,16384,341,48046.92082111436,664375.3739467822,0
410,1556891666.4181552,16384,340,48188.23529411764,665995.9326208569,0
411,1556891666.818136,16384,340,48188.23529411764,667616.5393838659,0
412,1556891667.2291331,16384,341,48046.92082111436,669237.123542279,0
413,1556891667.614041,16384,340,48188.23529411764,670857.752793096,0
414,1556891668.0176349,16384,340,48188.23529411764,672478.3706601709,0
415,1556891668.411327,16384,341,48046.92082111436,674099.0766190924,0
416,1556891668.807848,16384,341,48046.92082111436,675719.7611443698,0
417,1556891669.204889,16384,340,48188.23529411764,677340.4042345472,0
