,Unix,Samples,Time,Sampling,Data,Cluster
119,1556890765.3156528,16384,341,48046.92082111436,194439.31938707829,1
120,1556890765.7105136,16384,341,48046.92082111436,196059.6486467868,1
121,1556890766.1099432,16384,340,48188.23529411764,197679.9673648551,1
122,1556890766.5203831,16384,340,48188.23529411764,199300.29071141034,1
123,1556890766.9155722,16384,341,48046.92082111436,200920.61330499128,1
124,1556890767.298512,16384,341,48046.92082111436,202540.93745984137,1
125,1556890767.694668,16384,340,48188.23529411764,204161.2626688555,1
126,1556890768.090219,16384,340,48188.23529411764,205781.58833887428,1
127,1556890768.487917,16384,341,48046.92082111436,207401.9123523496,1
128,1556890768.8930721,16384,341,48046.92082111436,209022.23372580484,1
129,1556890769.2792618,16384,340,48188.23529411764,210642.5579882227,1
130,1556890769.674056,16384,340,48188.23529411764,212262.88277003914,1
131,1556890770.075122,16384,341,48046.92082111436,213883.21479270235,1
132,1556890770.4706938,16384,341,48046.92082111436,215503.54747613892,1
133,1556890770.864556,16384,340,48188.23529411764,217123.88407504186,1
134,1556890771.2599614,16384,340,48188.23529411764,218744.21613458544,1
135,1556890771.656051,16384,340,48188.23529411764,220364.55335123464,1
136,1556890772.053192,16384,340,48188.23529411764,221984.88994399086,1
137,1556890772.4468758,16384,341,48046.92082111436,223605.2259190008,1
138,1556890772.842669,16384,341,48046.92082111436,225225.5539432168,1
139,1556890773.2377431,16384,340,48188.23529411764,226845.87888792157,1
140,1556890773.635903,16384,340,48188.23529411764,228466.2058887072,1
141,1556890774.032852,16384,341,48046.92082111436,230086.544282455,1
142,1556890774.4347806,16384,341,48046.92082111436,231706.87609920278,1
143,1556890774.8278148,16384,340,48188.23529411764,233327.21374612302,1
144,1556890775.225683,16384,340,48188.23529411764,234947.54692437127,1
145,1556890775.6188312,16384,341,48046.92082111436,236567.88150407374,1
146,1556890776.013161,16384,341,48046.92082111436,238188.2152693346,1
147,1556890776.41089,16384,340,48188.23529411764,239808.55516595766,1
148,1556890776.806556,16384,340,48188.23529411764,241428.89191852883,1
149,1556890777.20178,16384,341,48046.92082111436,243049.2199365981,1
150,1556890777.598256,16384,341,48046.92082111436,244669.55301957205,1
151,1556890777.997719,16384,340,48188.23529411764,246289.88410793245,1
152,1556890778.392343,16384,340,48188.23529411764,247910.21917937323,1
153,1556890778.786468,16384,341,48046.92082111436,249530.55327655748,1
154,1556890779.186089,16384,341,48046.92082111436,251150.88932840154,1
155,1556890779.5817509,16384,340,48188.23529411764,252771.22482704,1
156,1556890779.978109,16384,340,48188.23529411764,254391.55633337796,1
157,1556890780.3755178,16384,341,48046.92082111436,256011.88386585563,1
158,1556890780.768117,16384,341,48046.92082111436,257632.2152000852,1
159,1556890781.164885,16384,340,48188.23529411764,259252.55111977458,1
160,1556890781.560833,16384,340,48188.23529411764,260872.8900052607,1
161,1556890781.9573,16384,341,48046.92082111436,262493.2208969258,1
162,1556890782.356118,16384,341,48046.92082111436,264113.55488654226,1
163,1556890782.749842,16384,340,48188.23529411764,265733.88193342835,1
164,1556890783.146549,16384,340,48188.23529411764,267354.2088450864,1
165,1556890783.5422342,16384,341,48046.92082111436,268974.5447617024,1
166,1556890783.939682,16384,341,48046.92082111436,270594.8716088198,1
167,1556890784.3344698,16384,340,48188.23529411764,272215.1966487989,1
168,1556890784.7324002,16384,340,48188.23529411764,273835.5247129686,1
169,1556890785.127893,16384,341,48046.92082111436,275455.8500541374,1
170,1556890785.5236428,16384,341,48046.92082111436,277076.174390316,1
171,1556890785.9230962,16384,340,48188.23529411764,278696.5084506199,1
172,1556890786.3182874,16384,340,48188.23529411764,280316.83803610504,1
173,1556890786.7148402,16384,341,48046.92082111436,281937.1643668972,1
174,1556890787.108737,16384,341,48046.92082111436,283557.47996550053,1
175,1556890787.5040152,16384,340,48188.23529411764,285177.7992767282,1
176,1556890787.900958,16384,340,48188.23529411764,286798.11712503433,1
177,1556890788.298802,16384,341,48046.92082111436,288418.4328342788,1
178,1556890788.696023,16384,341,48046.92082111436,290038.7587194331,1
179,1556890789.091019,16384,340,48188.23529411764,291659.08025577664,1
180,1556890789.486185,16384,340,48188.23529411764,293279.39957929775,1
181,1556890789.882902,16384,341,48046.92082111436,294899.7206023894,1
182,1556890790.27995,16384,341,48046.92082111436,296520.03614874557,1
183,1556890790.673526,16384,340,48188.23529411764,298140.3534100391,1
184,1556890791.071434,16384,340,48188.23529411764,299760.6778046116,1
185,1556890791.4683561,16384,340,48188.23529411764,301381.0001000762,1
186,1556890791.8660722,16384,341,48046.92082111436,303001.32690723985,1
187,1556890792.262759,16384,340,48188.23529411764,304621.6513602063,1
188,1556890792.67073,16384,340,48188.23529411764,306241.98039248586,1
189,1556890793.0665011,16384,340,48188.23529411764,307862.30630530044,1
190,1556890793.4497411,16384,341,48046.92082111436,309482.63076134026,1
191,1556890793.8445,16384,340,48188.23529411764,311102.95554008335,1
192,1556890794.240454,16384,340,48188.23529411764,312723.27202381566,1
193,1556890794.6394231,16384,340,48188.23529411764,314343.5848348774,1
194,1556890795.034081,16384,341,48046.92082111436,315963.8720448129,1
195,1556890795.4317,16384,341,48046.92082111436,317584.15690362453,1
196,1556890795.827965,16384,340,48188.23529411764,319204.4196065515,1
197,1556890796.2259731,16384,341,48046.92082111436,320824.687220715,1
198,1556890796.6236699,16384,341,48046.92082111436,322444.94971157983,1
199,1556890797.028435,16384,341,48046.92082111436,324065.2059266344,1
200,1556890797.417897,16384,341,48046.92082111436,325685.468955338,1
201,1556890797.8139908,16384,341,48046.92082111436,327305.73794636875,1
202,1556890798.2112482,16384,341,48046.92082111436,328926.0134068318,1
203,1556890798.609306,16384,341,48046.92082111436,330546.27457922325,1
204,1556890799.003927,16384,340,48188.23529411764,332166.5440558456,1
205,1556890799.401401,16384,340,48188.23529411764,333786.81077566,1
206,1556890799.7959528,16384,340,48188.23529411764,335407.08667254075,1
207,1556890800.195022,16384,340,48188.23529411764,337027.35259635374,1
208,1556890800.591528,16384,340,48188.23529411764,338647.6207883097,1
209,1556890800.997065,16384,341,48046.92082111436,340267.88214510307,1
210,1556890801.38534,16384,341,48046.92082111436,341888.1558906287,1
211,1556890801.782989,16384,341,48046.92082111436,343508.4261232987,1
212,1556890802.1779652,16384,341,48046.92082111436,345128.69353769347,1
213,1556890802.576994,16384,340,48188.23529411764,346748.96178189665,1
214,1556890802.9758449,16384,340,48188.23529411764,348369.2259876989,1
215,1556890803.372281,16384,340,48188.23529411764,349989.4876149483,1
216,1556890803.7654052,16384,340,48188.23529411764,351609.7574142739,1
217,1556890804.16534,16384,340,48188.23529411764,353230.0286212005,1
218,1556890804.5599189,16384,341,48046.92082111436,354850.2976675518,1
219,1556890804.959139,16384,341,48046.92082111436,356470.5662037246,1
220,1556890805.359909,16384,341,48046.92082111436,358090.83549594507,1
221,1556890805.75002,16384,340,48188.23529411764,359711.1071269959,1
222,1556890806.14835,16384,340,48188.23529411764,361331.3836631365,1
223,1556890806.547164,16384,340,48188.23529411764,362951.65168605745,1
224,1556890806.942401,16384,340,48188.23529411764,364571.92691294476,1
225,1556890807.340085,16384,340,48188.23529411764,366192.1953415498,1
226,1556890807.7349162,16384,341,48046.92082111436,367812.4733559787,1
227,1556890808.131297,16384,341,48046.92082111436,369432.73965781555,1
228,1556890808.531716,16384,341,48046.92082111436,371053.01449438557,1
229,1556890808.9286988,16384,340,48188.23529411764,372673.2881784439,1
230,1556890809.3235161,16384,340,48188.23529411764,374293.5565609485,1
231,1556890809.720051,16384,340,48188.23529411764,375913.8207759708,1
232,1556890810.118657,16384,340,48188.23529411764,377534.0985783376,1
233,1556890810.5145128,16384,341,48046.92082111436,379154.3674157001,1
234,1556890810.9123552,16384,341,48046.92082111436,380774.6351159178,1
235,1556890811.308274,16384,341,48046.92082111436,382394.90246884525,1
236,1556890811.7030132,16384,341,48046.92082111436,384015.1739032008,1
237,1556890812.0994492,16384,340,48188.23529411764,385635.4434781708,1
238,1556890812.506655,16384,340,48188.23529411764,387255.7171991095,1
239,1556890812.904302,16384,340,48188.23529411764,388875.9953518398,1
240,1556890813.2927518,16384,340,48188.23529411764,390496.27217995,1
241,1556890813.688033,16384,341,48046.92082111436,392116.54865462333,1
242,1556890814.088158,16384,341,48046.92082111436,393736.82120768353,1
243,1556890814.484141,16384,341,48046.92082111436,395357.09125902504,1
244,1556890814.882889,16384,340,48188.23529411764,396977.3702384904,1
245,1556890815.279017,16384,340,48188.23529411764,398597.6379540749,1
246,1556890815.674759,16384,340,48188.23529411764,400217.908853665,1
247,1556890816.0721312,16384,340,48188.23529411764,401838.1819076836,1
248,1556890816.466346,16384,340,48188.23529411764,403458.448593691,1
249,1556890816.864678,16384,341,48046.92082111436,405078.7129838951,1
250,1556890817.2640529,16384,341,48046.92082111436,406698.98283239454,1
251,1556890817.6595778,16384,341,48046.92082111436,408319.24460716546,1
252,1556890818.054461,16384,340,48188.23529411764,409939.510325063,1
253,1556890818.4528909,16384,340,48188.23529411764,411559.7765807994,1
254,1556890818.8505614,16384,340,48188.23529411764,413180.0541342236,1
255,1556890819.24816,16384,340,48188.23529411764,414800.3274156712,1
256,1556890819.641192,16384,341,48046.92082111436,416420.5951312557,1
257,1556890820.039434,16384,341,48046.92082111436,418040.8624473028,1
258,1556890820.434056,16384,341,48046.92082111436,419661.1284633167,1
259,1556890820.837058,16384,340,48188.23529411764,421281.4008350484,1
260,1556890821.231733,16384,340,48188.23529411764,422901.6660028137,1
261,1556890821.626507,16384,340,48188.23529411764,424521.93440683186,1
262,1556890822.0247052,16384,340,48188.23529411764,426142.2058166005,1
263,1556890822.437511,16384,340,48188.23529411764,427762.4618072994,1
264,1556890822.836055,16384,341,48046.92082111436,429382.720889803,1
265,1556890823.226465,16384,341,48046.92082111436,431002.99101797864,1
266,1556890823.609403,16384,341,48046.92082111436,432623.2605099678,1
267,1556890824.008092,16384,340,48188.23529411764,434243.5229854658,1
268,1556890824.4066508,16384,340,48188.23529411764,435863.79719814286,1
269,1556890824.808247,16384,340,48188.23529411764,437484.07036587596,1
270,1556890825.205534,16384,340,48188.23529411764,439104.3490441516,1
271,1556890825.5998132,16384,340,48188.23529411764,440724.6198515408,1
272,1556890825.994782,16384,341,48046.92082111436,442344.88368239254,1
273,1556890826.3922694,16384,341,48046.92082111436,443965.15337107703,1
274,1556890826.787019,16384,341,48046.92082111436,445585.4310074821,1
275,1556890827.192742,16384,340,48188.23529411764,447205.7028444484,1
276,1556890827.589895,16384,340,48188.23529411764,448825.9805914946,1
277,1556890827.97969,16384,340,48188.23529411764,450446.252277866,1
278,1556890828.374974,16384,340,48188.23529411764,452066.5186227299,1
279,1556890828.773536,16384,340,48188.23529411764,453686.78091689944,1
280,1556890829.1722481,16384,341,48046.92082111436,455307.0491703227,1
281,1556890829.564888,16384,341,48046.92082111436,456927.31669843197,1
282,1556890829.961058,16384,340,48188.23529411764,458547.5894420408,1
283,1556890830.3570561,16384,340,48188.23529411764,460167.8631291725,1
284,1556890830.7529619,16384,340,48188.23529411764,461788.1436361,1
285,1556890831.1541,16384,340,48188.23529411764,463408.4191856906,1
286,1556890831.549,16384,340,48188.23529411764,465028.6970341578,1
287,1556890831.9431288,16384,341,48046.92082111436,466648.9681581035,1
288,1556890832.3414688,16384,341,48046.92082111436,468269.24849292263,1
289,1556890832.740457,16384,341,48046.92082111436,469889.52515814453,1
290,1556890833.1435578,16384,340,48188.23529411764,471509.8051241599,1
291,1556890833.5354,16384,340,48188.23529411764,473130.0796964206,1
292,1556890833.930934,16384,340,48188.23529411764,474750.352993235,1
293,1556890834.326698,16384,340,48188.23529411764,476370.62903149053,1
294,1556890834.7213702,16384,340,48188.23529411764,477990.9068768844,1
295,1556890835.1191509,16384,341,48046.92082111436,479611.1823742278,1
296,1556890835.517339,16384,341,48046.92082111436,481231.4538700506,1
297,1556890835.916671,16384,341,48046.92082111436,482851.7219636589,1
298,1556890836.310699,16384,340,48188.23529411764,484471.9919412397,1
299,1556890836.7090714,16384,340,48188.23529411764,486092.26809013635,1
300,1556890837.1092231,16384,340,48188.23529411764,487712.54760436714,0
301,1556890837.502414,16384,340,48188.23529411764,489332.82232107595,0
302,1556890837.8981388,16384,340,48188.23529411764,490953.08247925714,0
303,1556890838.293983,16384,341,48046.92082111436,492573.3495494351,0
304,1556890838.6925044,16384,341,48046.92082111436,494193.61641677096,0
305,1556890839.0924714,16384,340,48188.23529411764,495813.88295525685,0
306,1556890839.4856029,16384,340,48188.23529411764,497434.1534276493,0
307,1556890839.882808,16384,340,48188.23529411764,499054.4182173908,0
308,1556890840.2787242,16384,340,48188.23529411764,500674.69058297575,0
309,1556890840.67564,16384,340,48188.23529411764,502294.9541618116,0
310,1556890841.073727,16384,341,48046.92082111436,503915.22042062134,0
311,1556890841.474324,16384,341,48046.92082111436,505535.488710925,0
312,1556890841.869695,16384,341,48046.92082111436,507155.74811920524,0
313,1556890842.2656069,16384,340,48188.23529411764,508776.0125462897,0
314,1556890842.659982,16384,340,48188.23529411764,510396.2796041742,0
315,1556890843.077834,16384,340,48188.23529411764,512016.5362372063,0
316,1556890843.4680908,16384,340,48188.23529411764,513636.7987157777,0
317,1556890843.873533,16384,341,48046.92082111436,515257.06569682807,0
318,1556890844.26284,16384,341,48046.92082111436,516877.3258519359,0
319,1556890844.648712,16384,341,48046.92082111436,518497.59374270216,0
320,1556890845.059356,16384,340,48188.23529411764,520117.8527637385,0
321,1556890845.443158,16384,340,48188.23529411764,521738.1225722842,0
322,1556890845.841459,16384,340,48188.23529411764,523358.3882932551,0
323,1556890846.239072,16384,340,48188.23529411764,524978.6522255279,0
324,1556890846.632469,16384,340,48188.23529411764,526598.9099803381,0
325,1556890847.032853,16384,341,48046.92082111436,528219.1744719632,0
326,1556890847.4257019,16384,341,48046.92082111436,529839.4459954463,0
327,1556890847.8203769,16384,341,48046.92082111436,531459.7048290074,0
328,1556890848.217222,16384,341,48046.92082111436,533079.958195053,0
329,1556890848.613197,16384,340,48188.23529411764,534700.2252437174,0
330,1556890849.010911,16384,340,48188.23529411764,536320.4920956865,0
331,1556890849.409237,16384,340,48188.23529411764,537940.7536706887,0
332,1556890849.802467,16384,340,48188.23529411764,539561.0175537877,0
333,1556890850.200448,16384,341,48046.92082111436,541181.2813293189,0
334,1556890850.596753,16384,341,48046.92082111436,542801.5485746786,0
335,1556890850.994781,16384,341,48046.92082111436,544421.814274136,0
336,1556890851.389924,16384,340,48188.23529411764,546042.0865075663,0
337,1556890851.7884412,16384,340,48188.23529411764,547662.3544505797,0
338,1556890852.187398,16384,340,48188.23529411764,549282.6307316311,0
339,1556890852.586326,16384,340,48188.23529411764,550902.8999039903,0
340,1556890852.992722,16384,340,48188.23529411764,552523.1652745977,0
341,1556890853.3847358,16384,341,48046.92082111436,554143.4379321523,0
342,1556890853.776784,16384,341,48046.92082111436,555763.7067080475,0
343,1556890854.172891,16384,341,48046.92082111436,557383.9677052572,0
344,1556890854.5697868,16384,340,48188.23529411764,559004.2374031618,0
345,1556890854.965452,16384,340,48188.23529411764,560624.5037633926,0
346,1556890855.3686519,16384,340,48188.23529411764,562244.7716879658,0
347,1556890855.7608712,16384,340,48188.23529411764,563865.0344308466,0
348,1556890856.1586292,16384,340,48188.23529411764,565485.3126358241,0
349,1556890856.552433,16384,341,48046.92082111436,567105.5833448656,0
350,1556890856.9484842,16384,341,48046.92082111436,568725.8545487188,0
351,1556890857.3458078,16384,341,48046.92082111436,570346.1157795042,0
352,1556890857.750928,16384,340,48188.23529411764,571966.3798961788,0
353,1556890858.150497,16384,340,48188.23529411764,573586.6471230984,0
354,1556890858.539645,16384,340,48188.23529411764,575206.9207303226,0
355,1556890858.938587,16384,340,48188.23529411764,576827.2056444548,0
356,1556890859.333618,16384,341,48046.92082111436,578447.4713469855,0
357,1556890859.7341306,16384,341,48046.92082111436,580067.7428704686,0
358,1556890860.123441,16384,341,48046.92082111436,581688.0172859877,0
359,1556890860.520131,16384,341,48046.92082111436,583308.2870607264,0
360,1556890860.9169226,16384,340,48188.23529411764,584928.5531289876,0
361,1556890861.3136811,16384,340,48188.23529411764,586548.8190374337,0
362,1556890861.7108471,16384,340,48188.23529411764,588169.0999193117,0
363,1556890862.1191008,16384,340,48188.23529411764,589789.3734619953,0
364,1556890862.5036008,16384,341,48046.92082111436,591409.6403662115,0
365,1556890862.901506,16384,341,48046.92082111436,593029.905712232,0
366,1556890863.303361,16384,340,48188.23529411764,594650.1834592782,0
367,1556890863.697412,16384,340,48188.23529411764,596270.4552439973,0
368,1556890864.091619,16384,341,48046.92082111436,597890.7489633188,0
369,1556890864.4929779,16384,340,48188.23529411764,599511.0347287729,0
370,1556890864.887903,16384,340,48188.23529411764,601131.2954801135,0
371,1556890865.289353,16384,341,48046.92082111436,602751.5869036317,0
372,1556890865.6838114,16384,340,48188.23529411764,604371.8620045111,0
373,1556890866.082288,16384,341,48046.92082111436,605992.1285798773,0
374,1556890866.476861,16384,340,48188.23529411764,607612.389383465,0
375,1556890866.873017,16384,341,48046.92082111436,609232.6686518267,0
376,1556890867.2747476,16384,340,48188.23529411764,610852.9440846294,0
377,1556890867.67138,16384,340,48188.23529411764,612473.1842321344,0
378,1556890868.06807,16384,341,48046.92082111436,614093.4289773926,0
379,1556890868.464232,16384,340,48188.23529411764,615713.6801306158,0
380,1556890868.864793,16384,341,48046.92082111436,617333.9404977858,0
381,1556890869.2592242,16384,340,48188.23529411764,618954.2059022002,0
382,1556890869.6582901,16384,340,48188.23529411764,620574.455045443,0
383,1556890870.0557706,16384,340,48188.23529411764,622194.7192297317,0
384,1556890870.458957,16384,340,48188.23529411764,623814.9773840792,0
385,1556890870.8498182,16384,341,48046.92082111436,625435.2250951342,0
386,1556890871.2480268,16384,340,48188.23529411764,627055.4762545042,0
387,1556890871.651202,16384,341,48046.92082111436,628675.7266363129,0
388,1556890872.046698,16384,340,48188.23529411764,630295.9849627689,0
389,1556890872.441899,16384,340,48188.23529411764,631916.2459538318,0
390,1556890872.8392868,16384,340,48188.23529411764,633536.5153966472,0
391,1556890873.239697,16384,340,48188.23529411764,635156.7824944854,0
392,1556890873.63518,16384,341,48046.92082111436,636777.0271475427,0
393,1556890874.0305982,16384,340,48188.23529411764,638397.2788293846,0
394,1556890874.4294431,16384,341,48046.92082111436,640017.5572833046,0
395,1556890874.825301,16384,340,48188.23529411764,641637.8411832266,0
396,1556890875.227734,16384,340,48188.23529411764,643258.0910026096,0
397,1556890875.6238122,16384,341,48046.92082111436,644878.3358861692,0
398,1556890876.0224488,16384,340,48188.23529411764,646498.5939882696,0
399,1556890876.416713,16384,341,48046.92082111436,648118.8623492606,0
400,1556890876.818235,16384,340,48188.23529411764,649739.1201778315,0
401,1556890877.2169712,16384,340,48188.23529411764,651359.4050120562,0
402,1556890877.616093,16384,341,48046.92082111436,652979.6879315749,0
403,1556890878.011934,16384,340,48188.23529411764,654599.948012922,0
404,1556890878.40623,16384,341,48046.92082111436,656220.2007489279,0
405,1556890878.802526,16384,340,48188.23529411764,657840.451496467,0
406,1556890879.199181,16384,340,48188.23529411764,659460.7326027006,0
407,1556890879.5980132,16384,341,48046.92082111436,661080.9990858659,0
408,1556890879.995162,16384,340,48188.23529411764,662701.2585064396,0
409,1556890880.394142,16384,341,48046.92082111436,664321.5416964144,0
410,1556890880.790686,16384,340,48188.23529411764,665941.8074419722,0
411,1556890881.187662,16384,340,48188.23529411764,667562.0590838604,0
412,1556890881.5856268,16384,341,48046.92082111436,669182.3273280635,0
413,1556890881.983136,16384,340,48188.23529411764,670802.5865212083,0
414,1556890882.3780198,16384,341,48046.92082111436,672422.8696988896,0
415,1556890882.77968,16384,340,48188.23529411764,674043.1469634175,0
416,1556890883.1795762,16384,340,48188.23529411764,675663.4128503501,0
417,1556890883.576159,16384,341,48046.92082111436,677283.674228657,0
418,1556890883.9762912,16384,340,48188.23529411764,678903.91385369,0
