,row ID,educationInfoForAgeGroupEstimation,workInfoForAgeGroupEstimation,gender,realAge,ageGroup,relationship,educationLevel,occupation,income
29,277805752424448319393126946924552763803,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
30,153101299565862524342871451848465663316,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
31,85424338410915392239408238210221404073,-1,12,1,-1.0,-1.0,3,-1,-1,-1
32,185082580562546569801821027265302132537,-1,13,0,-1.0,-1.0,-1,-1,3,-1
33,319213814097166124401331238628509593172,-1,14,1,-1.0,-1.0,-1,-1,5,-1
34,285383693228277697957741040938293498172,8,15,1,-1.0,-1.0,-1,1,-1,-1
35,294621104016505004099168400597336305583,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
36,225685390009767198204646020317103612444,9,16,0,-1.0,-1.0,-1,2,6,-1
37,243984242993173217825592334520977903845,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
38,163885799867234733692777645383188022770,10,17,1,-1.0,-1.0,-1,2,6,-1
39,126440322119496046644861449863461642936,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
40,336296901648029311600644958806089964421,11,-1,1,-1.0,-1.0,-1,2,-1,-1
41,164787328158252720744887581895635686394,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
42,251140642756230346703005860563822227916,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
43,84702582746406949769118959243242080268,12,-1,0,-1.0,-1.0,-1,2,-1,-1
44,318271636032242098338720929468370855785,-1,18,0,-1.0,-1.0,-1,-1,2,-1
45,223020843054555855746853813179167626632,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
46,83961405366962793280400270073604444077,13,19,1,-1.0,-1.0,-1,3,2,-1
47,171153603026293924969356094901747577067,-1,20,1,-1.0,-1.0,-1,-1,-1,-1
48,208943449297315572359343778716197754103,14,21,1,-1.0,-1.0,3,2,5,-1
49,286854272669008687916728173901351104099,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
50,251039185564445583261260190201671528456,-1,22,0,-1.0,-1.0,2,-1,2,-1
51,68963562550797972874275249170258056596,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
52,281015884924323953962709568049037909893,15,23,1,-1.0,-1.0,-1,1,7,-1
53,2972982758756747293335314368580814477,16,24,0,-1.0,-1.0,-1,2,2,-1
54,219139174537302173253248185124772238266,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
55,91393248829356527461786114324103021926,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
56,215205898827494523051569017463138155734,-1,25,0,-1.0,-1.0,-1,-1,-1,-1
57,283169789968680346388255266277465734497,17,-1,1,-1.0,-1.0,-1,3,-1,-1
58,94911497164918309465723726826045101793,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
59,269207616520761057506909317570330034781,-1,26,0,-1.0,-1.0,-1,-1,-1,-1
60,330164441368480012387014411206384060218,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
61,279813832798586769994561477127446370901,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
62,6993288470427358861406531826019314972,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
63,59279087289244797007882208023152921189,-1,27,1,-1.0,-1.0,-1,-1,8,-1
64,45780924548053347107384815906742250866,-1,28,0,-1.0,-1.0,2,-1,-1,-1
65,290692495508631206373520232417524734147,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
66,206909735069223122968352172938390067011,-1,29,1,-1.0,-1.0,-1,-1,-1,-1
67,254309366453338797593744750574987010255,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
68,286882854608401665485621403475439419077,-1,30,0,-1.0,-1.0,-1,-1,5,-1
69,48752355868293355864761709907478749518,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
70,78517694011554143634014299270609447976,-1,31,0,-1.0,-1.0,-1,-1,3,-1
71,122646467720430048238521084558736917830,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
72,329176690180916235896752538095716448838,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
73,139169421230989335998750866881276512138,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
74,125333616975341744134052762066919862427,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
75,225247947536334245140060695110261973323,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
76,301830604905257365845541390716183542197,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
77,30556964589922867999253534035587820896,-1,32,0,-1.0,-1.0,-1,-1,2,-1
78,327213662168097482503676910163050465625,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
79,216651497105406582258192615241620773828,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
80,10055797880321534176007209583354080308,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
81,304196055032483917210114739766808898180,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
82,62315425027431485754312264001002821159,-1,33,0,-1.0,-1.0,-1,-1,2,-1
83,320084251858058956981443942869402601804,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
84,137253745800057782287472367663371125369,18,34,1,-1.0,-1.0,-1,2,4,-1
85,162246404233802717748684984386814092625,19,35,0,-1.0,-1.0,-1,2,2,-1
86,154612043142069949114362393746466036446,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
87,169799409873207639624495119741313824765,20,36,0,-1.0,-1.0,-1,2,2,-1
88,324829147195566360383491867262673010107,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
89,223168011488273284762500007587880771948,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
90,192888287503375487867446307576877226810,-1,37,1,-1.0,-1.0,-1,-1,6,-1
91,329891400353654900931461415729029051216,-1,38,1,-1.0,-1.0,-1,-1,-1,-1
92,98172652922458152999413689657311820000,21,39,1,-1.0,-1.0,-1,2,2,-1
93,320709718471468020424577249164037069387,22,40,1,-1.0,-1.0,-1,1,9,-1
94,294784471925184313672477740372515016006,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
95,283713833543464644145648921063967367946,-1,41,0,-1.0,-1.0,-1,-1,-1,-1
96,145106403447685800631638841301685720488,23,42,1,-1.0,-1.0,-1,2,4,-1
97,12497316832703179985999027225761252281,-1,43,0,-1.0,-1.0,-1,-1,3,-1
98,101918891785649107919371639731380701160,24,44,1,-1.0,-1.0,-1,2,2,-1
99,163401716104679288417013466072530780145,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
100,214542804803550256484764039134526465830,25,45,0,-1.0,-1.0,-1,1,-1,-1
101,316252402308005172577860032253785976135,-1,46,1,-1.0,-1.0,-1,-1,4,-1
102,56845571572630073240181730419078049252,-1,47,0,-1.0,-1.0,-1,-1,-1,-1
103,279011557330240382298656900427681413744,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
104,126803775679033108526059481243655596324,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
105,333063460107962384187114420128072232435,26,48,1,-1.0,-1.0,-1,2,4,-1
106,161403609403573102260168088441189325473,-1,49,0,-1.0,-1.0,-1,-1,6,-1
107,284387096328737610171936536678388245877,27,50,0,-1.0,-1.0,2,2,4,-1
108,206588237255484674047231371108922964759,28,51,1,-1.0,-1.0,-1,3,-1,-1
109,299532316002487111169869222294408479388,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
110,121351234120652976716215373584269746478,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
111,176393326456091468919533414257877967841,-1,52,0,-1.0,-1.0,-1,-1,9,-1
112,31749733198391228119487542607754609058,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
113,283586622424954238819182202974013124530,29,53,-1,-1.0,-1.0,-1,3,2,-1
114,52121554744790322324119721898393145326,30,-1,1,-1.0,-1.0,-1,-1,-1,-1
115,142495567228264243829152587792715195448,31,54,1,-1.0,-1.0,-1,3,4,-1
116,305646528130390273778696900406232971797,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
117,227972105318518871535483714129336583219,-1,55,0,-1.0,-1.0,-1,-1,10,-1
118,57751672304237093805959105358364379189,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
119,223939811957034951287581422754048166338,32,56,0,-1.0,-1.0,-1,2,3,-1
120,55738133658853810558190060740550378611,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
121,127582121757987263329289750825788774047,33,57,1,-1.0,-1.0,1,3,4,-1
122,15181190843670719198782648006674774050,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
123,12554262802805369365854403208609178536,34,58,0,-1.0,-1.0,-1,2,2,-1
124,144947567287427187874339096921745210255,-1,59,1,-1.0,-1.0,-1,-1,2,-1
125,111012674879158256780060228791171232210,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
126,67791330503273536293899860335129972616,-1,60,0,-1.0,-1.0,3,-1,4,-1
127,132152804166484578038822391563581727934,-1,61,0,-1.0,-1.0,-1,-1,2,-1
128,188991126178738941519943721411746585191,-1,62,1,-1.0,-1.0,-1,-1,-1,-1
129,337918027138576474902779802283657544282,35,63,1,-1.0,-1.0,-1,3,2,-1
130,41464884314823030513062301400875577246,-1,64,0,-1.0,-1.0,-1,-1,3,-1
131,128300589862688304242048226414623556319,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
132,144331689608468770845771174829003677206,-1,65,1,-1.0,-1.0,-1,-1,-1,-1
133,143570654770817221060575933792592791785,-1,66,0,-1.0,-1.0,-1,-1,11,-1
134,289426151124627343634478920240144806886,36,67,0,-1.0,-1.0,-1,2,-1,-1
135,179187856458762868962748445775188510556,37,68,1,-1.0,-1.0,2,3,12,-1
136,12871890737323140959392461573340291421,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
137,257921810854192647455785882331952464309,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
138,195461900517150568831422037803402427497,-1,69,0,-1.0,-1.0,-1,-1,3,-1
139,250400681162508739489986391221806405042,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
140,33345414518414947074928874481459661806,-1,70,1,-1.0,-1.0,-1,-1,-1,-1
141,74452279402151579187552082265885977428,38,71,1,-1.0,-1.0,-1,1,-1,-1
142,149225355682612142554447375105711108630,39,72,1,-1.0,-1.0,-1,3,-1,-1
143,294300441298313680397903131592407906647,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
144,316846908146682658673716388024556346660,40,73,0,-1.0,-1.0,-1,2,4,-1
145,318741135929754290457108979122564241469,-1,74,0,-1.0,-1.0,-1,-1,-1,-1
146,214480883738073581219412905062705074252,-1,75,1,-1.0,-1.0,-1,-1,10,-1
147,14693397305701997340492332570548021935,41,76,0,-1.0,-1.0,-1,2,2,-1
148,252798265740760108661034242409786887887,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
149,297803658298837940503767591567955732302,-1,77,0,-1.0,-1.0,-1,-1,4,-1
150,139520156594643742715743625016837158313,42,-1,0,-1.0,-1.0,-1,-1,-1,-1
151,94746541100549087390618139324541985409,43,78,1,-1.0,-1.0,2,2,11,-1
152,296527770047904664759952277504584975299,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
153,268274405554891777612377502494414325929,44,-1,0,-1.0,-1.0,-1,-1,-1,-1
154,77084742804673553070264896823308496724,45,79,0,-1.0,-1.0,-1,2,-1,-1
155,175480866860073774804918927466310362485,-1,80,1,-1.0,-1.0,3,-1,2,-1
156,225003349075908363109937665243658555230,-1,81,1,-1.0,-1.0,2,-1,2,-1
157,199985038980946417307044000038547626082,46,82,0,-1.0,-1.0,-1,3,7,-1
158,20850262386006668620404816029944607160,-1,83,1,-1.0,-1.0,-1,-1,4,-1
159,259201474759060671809348435362983175312,-1,84,1,-1.0,-1.0,3,-1,2,-1
160,265280572388727818257818994585333215437,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
161,242126327902417901555893669174023238739,-1,85,0,-1.0,-1.0,1,-1,2,-1
162,189620188917518561914565598101456882414,47,86,1,-1.0,-1.0,3,-1,4,-1
163,335776596556682713584672711938272491662,48,87,1,-1.0,-1.0,-1,2,2,-1
164,146530260837428193508878283140641641044,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
165,320313804468988532342788452386240343394,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
166,235788173149513266704958944210184120044,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
167,147087135885792887450599555418087022137,49,88,1,-1.0,-1.0,-1,-1,-1,-1
168,99407528445427038670664873689672879211,-1,89,1,-1.0,-1.0,-1,-1,1,-1
169,309497419766544977898777893101820120483,50,90,1,-1.0,-1.0,2,2,6,-1
170,290189312850971954262514660195373182420,51,91,1,-1.0,-1.0,-1,-1,2,-1
171,59089524958728792973379966350686834163,-1,92,1,-1.0,-1.0,-1,-1,4,-1
172,15824307929288378203444809207987878461,-1,93,0,-1.0,-1.0,-1,-1,4,-1
173,211438050709646796652448780555111631597,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
174,122557996821806362712563742068655630485,-1,-1,0,-1.0,-1.0,2,-1,-1,-1
175,143247136274773073199179842317263105296,52,94,1,-1.0,-1.0,-1,1,3,-1
176,208069584511496200611244910173876168543,53,95,1,-1.0,-1.0,2,3,2,-1
177,42226819277160090425750906044593031267,-1,96,1,-1.0,-1.0,-1,-1,13,-1
178,317422860769967243640272681531127436276,54,-1,1,-1.0,-1.0,-1,2,-1,-1
179,22827661713106576593875302636097359606,55,97,0,-1.0,-1.0,-1,2,2,-1
180,203669670688358764770472144151961067452,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
181,183193601944382789811481544762269517243,56,98,0,-1.0,-1.0,-1,2,2,-1
182,256829448846396081039194142071179251257,57,-1,1,-1.0,-1.0,-1,1,-1,-1
183,23234226463717481672053744841897909470,58,99,0,-1.0,-1.0,-1,3,11,-1
184,237944627509473606432735753155200369996,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
185,273343673709447719430371561335101824269,-1,100,1,-1.0,-1.0,-1,-1,5,-1
186,270660670869595831301388862427158369396,-1,101,0,-1.0,-1.0,-1,-1,4,-1
187,155815445765662135039474492846448676122,59,102,1,-1.0,-1.0,-1,3,8,-1
188,193772376651427297901969313727604119105,-1,103,1,-1.0,-1.0,2,-1,-1,-1
189,20915035003076075069793726650642713304,-1,104,1,-1.0,-1.0,2,-1,-1,-1
190,320244230262999197864455720085015526202,-1,105,0,-1.0,-1.0,-1,-1,-1,-1
191,212950098074581804362017433572104860884,60,-1,0,-1.0,-1.0,2,3,-1,-1
192,72619420178288465618790150766296118399,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
193,179525184815557116704409460114190569229,61,106,1,-1.0,-1.0,2,1,2,-1
194,7886300577625868335832694829408998326,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
195,314579779699246904791754907243393988384,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
196,14078133504156033050996146928649527430,-1,107,1,-1.0,-1.0,-1,-1,-1,-1
197,41207769046234310935394859925410277770,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
198,268697919300785768930185937332314787616,-1,108,1,-1.0,-1.0,-1,-1,2,-1
199,110304659416782283305882247789746834226,62,109,0,-1.0,-1.0,-1,2,-1,-1
200,280883044873798560565719265493843405716,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
201,161541514000238959257863381462061005448,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
202,33749479722157414628657626242644244461,-1,110,1,-1.0,-1.0,-1,-1,11,-1
203,43544165653429115384664074948629766452,63,-1,0,-1.0,-1.0,-1,2,-1,-1
204,321590539722813676050573855567260942167,64,111,1,-1.0,-1.0,-1,2,6,-1
205,107131503187122570902314514499032494938,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
206,242030231321688014032333042713062064583,-1,112,1,-1.0,-1.0,-1,-1,-1,-1
207,47793344380984636551398120428950342921,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
208,7324780745950789356223918494582274982,65,113,1,-1.0,-1.0,-1,3,11,-1
209,171857132450639384943817600470368667969,66,114,1,-1.0,-1.0,3,2,6,-1
210,172749370968701391936642432227537543903,67,-1,0,-1.0,-1.0,-1,3,-1,-1
211,70138394746277800688880895243461732183,68,115,1,-1.0,-1.0,-1,2,-1,-1
212,203184742806545695237760527187162533640,-1,116,1,-1.0,-1.0,-1,-1,6,-1
213,155857352918359581501378728527428706437,69,117,0,-1.0,-1.0,-1,2,4,-1
214,61277551303889521214554157352018238660,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
215,119945524196939745317705882366568969571,70,118,0,-1.0,-1.0,-1,2,6,-1
216,43070771542685824985449397503411469327,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
217,13123006200786245617331306627448089641,-1,119,0,-1.0,-1.0,-1,-1,2,-1
218,53470483655988930840625491351974265863,71,-1,1,-1.0,-1.0,-1,2,-1,-1
219,107885195620045424044884700273697747228,72,120,0,-1.0,-1.0,-1,2,7,-1
220,85094090584534257895757778261169079725,-1,121,1,-1.0,-1.0,-1,-1,2,-1
221,128697743969341293070318910558007021076,-1,122,1,-1.0,-1.0,-1,-1,-1,-1
222,89406059385524476643990066317308089450,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
223,186103786417644224926920048240216687990,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
224,226825293358699596948302337810359363932,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
225,35769711329368838486528674325482642169,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
226,276804990191801544676712300705795118879,73,123,1,-1.0,-1.0,3,1,2,-1
227,58643792019006528441940863795917641507,74,124,0,-1.0,-1.0,-1,-1,2,-1
228,256231952912577538406312987428330775612,75,125,1,-1.0,-1.0,-1,-1,14,-1
229,206345704156240361017899774366005832766,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
230,252343030806456255206447195136987282095,76,-1,0,-1.0,-1.0,-1,3,-1,-1
231,52450413225740605585576452501345098173,77,126,0,-1.0,-1.0,3,2,10,-1
232,50068404146325080019625260358129666568,78,127,1,-1.0,-1.0,2,-1,2,-1
233,134634709393605163323492516174650642571,79,128,0,-1.0,-1.0,-1,3,15,-1
234,165479553255130447983478505901488221645,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
235,128612595870399489689370561285636265030,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
236,200136515654731222181514418603343829980,-1,129,1,-1.0,-1.0,-1,-1,-1,-1
237,2384928598171483750646701253988986586,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
238,56197697996022725733015953944532697973,-1,130,0,-1.0,-1.0,-1,-1,4,-1
239,199529931115687667830225199917699982577,80,131,0,-1.0,-1.0,3,2,-1,-1
240,37874709239453867943165776638184317877,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
241,68508798437884253765675566810508076860,-1,132,1,-1.0,-1.0,-1,-1,2,-1
242,259970702860641388642929837128062791383,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
243,327718369821379491928655123678605866745,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
244,29822001089915150755162873480412576584,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
245,178052124181730550313750558112794277112,81,-1,1,-1.0,-1.0,2,3,-1,-1
246,254832882124423273525199233527385071512,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
247,77291914105716477086098069707518113821,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
248,42517288953250940657461664230150163625,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
249,261317733098834164235052155038612167633,82,-1,0,-1.0,-1.0,-1,-1,-1,-1
250,7245243854171781365284374050839055404,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
251,141199267335467011096575545382891713143,-1,-1,1,-1.0,-1.0,2,-1,-1,-1
252,277066705636560527995352516245181057160,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
253,112183486964320952155612041277487645750,83,-1,1,-1.0,-1.0,-1,1,-1,-1
254,273456553656177567615531818392638028209,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
255,56283494090638592433214627686583012879,-1,133,1,-1.0,-1.0,2,-1,3,-1
256,188010345541267825217838364823278323786,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
257,189730071575711178635478159881978374633,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
258,58025848477031942320392293637298808356,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
259,88892618535656678884874194589522762984,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
260,35653626209758749680130999829174095587,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
261,299238569607667852972113217203548405786,-1,134,1,-1.0,-1.0,-1,-1,-1,-1
262,174606544422302321317487575313539915955,-1,-1,0,-1.0,-1.0,2,-1,-1,-1
263,298112739944859928896449954071122822053,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
264,89122702584377937376060797970713574046,-1,135,0,-1.0,-1.0,-1,-1,2,-1
265,293574863875330234511015943659223306115,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
266,93688425053241659999372822382615469460,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
267,322920901268821446080268780942760026919,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
268,197396126344730754106412614459744216184,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
269,111362235186099621785119082610172740874,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
270,295888661287156154706968161544971755614,-1,136,0,-1.0,-1.0,-1,-1,6,-1
271,37935735078734311245939916446571291074,-1,137,1,-1.0,-1.0,-1,-1,2,-1
272,337659477207580466778339312210743283864,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
273,201730034028594973834711960351494815601,84,138,1,-1.0,-1.0,-1,1,-1,-1
274,116462993066468447707006763482832471702,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
275,331597725358354266937295746726479536735,-1,139,1,-1.0,-1.0,-1,-1,-1,-1
276,221024853225790475026544299983255609886,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
277,166533037604217766227111876365795185492,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
278,316643385480728610135470996998758313966,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
279,200812178633385558270348895638581837599,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
280,165652869525856962022124761174478463922,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
281,69651994939222357765529898740058119051,-1,-1,1,-1.0,-1.0,1,-1,-1,-1
282,193228168003392357295231337931805729982,-1,140,0,-1.0,-1.0,-1,-1,4,-1
283,216771606825103897469507996153128284884,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
284,158631518999785713844458989217818069723,85,141,0,-1.0,-1.0,-1,-1,-1,-1
285,138721293095103999638956277130479984270,86,142,1,-1.0,-1.0,-1,-1,16,-1
286,64308115587096467926596992483928103741,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
287,8704450706788167822669016794352869784,-1,143,1,-1.0,-1.0,-1,-1,4,-1
288,338960125030273858793302439424558458271,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
289,6859346577121829553677383274001109150,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
290,63469510169568697326222816256899635407,87,144,1,-1.0,-1.0,-1,2,-1,-1
291,319415738770058166886802100363627632189,88,145,1,-1.0,-1.0,-1,3,6,-1
292,289644334157289230703717762766418446163,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
293,40257184114591962550139258272839932655,89,146,1,-1.0,-1.0,-1,2,9,-1
294,94792675930352574973871768002561895385,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
295,305402131482927551108844759182005934633,-1,147,1,-1.0,-1.0,-1,-1,6,-1
296,43367697844778004730549038042979284137,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
297,240904059315437889944185576794415574685,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
298,42927416415559829829450439583509846452,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
299,101387612598321458874753955597558450307,90,148,1,-1.0,-1.0,-1,2,2,-1
300,164670382650507818046486775200349365580,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
301,285875042225673703826048314949139966562,91,149,1,-1.0,-1.0,-1,2,-1,-1
302,95554860430457604967708982510543187269,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
303,129020901098584488937951346957861006453,92,150,1,-1.0,-1.0,-1,1,12,-1
304,269080731973906247304054665572350531622,93,151,1,-1.0,-1.0,-1,2,-1,-1
305,29828283794991577079974200052981377691,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
306,305332971942172114051119475163300526661,94,-1,0,-1.0,-1.0,-1,2,-1,-1
307,98424519094030713526766980281413390495,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
308,194230163986677758368533923532317771506,-1,-1,1,-1.0,-1.0,-1,-1,-1,-1
309,303164865117006523789614463777495016014,-1,-1,0,-1.0,-1.0,-1,-1,-1,-1
310,23864059973371090207856407274152436672,95,-1,1,-1.0,-1.0,-1,3,-1,-1
